latitude,longitude,locality,region,country
48.77,8.93,Renningen,Baden-Württemberg,Germany
48.82,9.45,Remshalden,Baden-Württemberg,Germany
52.57,13.08,Falkensee,Brandenburg,Germany
51.98,8.8,Lage,North Rhine-Westphalia,Germany
50.48,7.6,Großmaischeid,Rhineland-Palatinate,Germany
50.92,8.53,Biedenkopf,Hesse,Germany
47.72,9.4,Markdorf,Baden-Württemberg,Germany
49.05,8.85,Sternenfels,Baden-Württemberg,Germany
47.85,9.75,Gambach,Baden-Württemberg,Germany
48.03,9.25,Krauchenwies,Baden-Württemberg,Germany
49.15,9.73,Untermünkheim,Baden-Württemberg,Germany
48.05,9.33,Mengen,Baden-Württemberg,Germany
48.52,9.12,Kusterdingen,Baden-Württemberg,Germany
53.48,10.65,Büchen,Schleswig-Holstein,Germany
49.76,8.65,Seeheim-Jugenheim,Hesse,Germany
47.73,11.87,Neuhaus,Bavaria,Germany
50.15,6.95,Winkel (Eifel),Rhineland-Palatinate,Germany
48.45,9.23,Pfullingen,Baden-Württemberg,Germany
48.53,9.78,Nellingen,Baden-Württemberg,Germany
49.86,8.58,Griesheim,Hesse,Germany
49.43,10.95,Oberasbach,Bavaria,Germany
48.43,8.68,Horb am Neckar,Baden-Württemberg,Germany
52.4,12.17,Genthin,Saxony-Anhalt,Germany
48.48,8.75,Eutingen,Baden-Württemberg,Germany
48.7,9.67,Göppingen,Baden-Württemberg,Germany
49.25,8.73,Mühlhausen,Baden-Württemberg,Germany
48.67,8.92,Aidlingen,Baden-Württemberg,Germany
37.18,-3.6,Granada,Andalusia,Spain
48.62,8.97,Hildrizhausen,Baden-Württemberg,Germany
48.8,9.53,Schorndorf,Baden-Württemberg,Germany
50.3,8.72,Rosbach vor der Höhe,Hesse,Germany
48.85,8.55,Straubenhardt,Baden-Württemberg,Germany
51.25,9.42,Baunatal,Hesse,Germany
50.2,9.18,Gelnhausen,Hesse,Germany
48.55,8.85,Gäufelden,Baden-Württemberg,Germany
51.52,6.33,Geldern,North Rhine-Westphalia,Germany
51.2,11.97,Weißenfels,Saxony-Anhalt,Germany
48.42,8.88,Hirrlingen,Baden-Württemberg,Germany
48.8,8.95,Rutesheim,Baden-Württemberg,Germany
55.42,11.57,Frederiksberg,Region Zealand,Denmark
51.75,8.03,Beckum,North Rhine-Westphalia,Germany
48.88,9.13,Möglingen,Baden-Württemberg,Germany
48.63,9.8,Kuchen,Baden-Württemberg,Germany
51.97,12.08,Zerbst,Saxony-Anhalt,Germany
48.45,9.12,Gomaringen,Baden-Württemberg,Germany
55.75,37.62,Moscow,Moscow,Russia
48.07,12.37,Schnaitsee,Bavaria,Germany
48.9,9.12,Markgröningen,Baden-Württemberg,Germany
48.58,13.48,Passau,Bavaria,Germany
46,2,Saint-Sulpice-les-Champs,Nouvelle-Aquitaine,France
47.58,10.55,Pfronten,Bavaria,Germany
50.92,6.82,Frechen,North Rhine-Westphalia,Germany
47.67,9.37,Kippenhausen,Baden-Württemberg,Germany
48.53,9.15,Kirchentellinsfurt,Baden-Württemberg,Germany
54.17,10.05,Wattenbek,Schleswig-Holstein,Germany
48.07,9.95,Ochsenhausen,Baden-Württemberg,Germany
49.58,8.36,Roxheim,Rhineland-Palatinate,Germany
48.88,9.4,Winnenden,Baden-Württemberg,Germany
50.55,8.5,Wetzlar,Hesse,Germany
48.98,9.13,Bietigheim-Bissingen,Baden-Württemberg,Germany
48.07,7.88,Denzlingen,Baden-Württemberg,Germany
48.32,10.07,Senden,Bavaria,Germany
37.33,-121.89,San Jose,California,United States
48.27,10.05,Wangen,Baden-Württemberg,Germany
-34.93,138.6,NA,South Australia,Australia
49.04,9.04,Cleebronn,Baden-Württemberg,Germany
48.77,12.82,Lailling,Bavaria,Germany
48.25,9.22,Gammertingen,Baden-Württemberg,Germany
32.07,34.77,Tel-Aviv,Tel-Aviv District,Israel
48.87,10.25,Lauchheim,Baden-Württemberg,Germany
48.55,8.72,Nagold,Baden-Württemberg,Germany
48.8,8.85,Heimsheim,Baden-Württemberg,Germany
50.05,10.23,Schweinfurt,Bavaria,Germany
48.48,7.93,Offenburg,Baden-Württemberg,Germany
51.93,7.35,Nottuln,North Rhine-Westphalia,Germany
49.08,12.19,Probstberg,Bavaria,Germany
49.04,8.7,Bretten,Baden-Württemberg,Germany
48.3,14.3,Linz,Upper Austria,Austria
48.43,9.07,Nehren,Baden-Württemberg,Germany
48.4,10.02,Neu-Ulm,Bavaria,Germany
47.3,8.75,Gossau (ZH),Zurich,Switzerland
49.52,11.32,Speikern,Bavaria,Germany
48.68,9.38,Wendlingen am Neckar,Baden-Württemberg,Germany
48.33,9.88,Erbach,Baden-Württemberg,Germany
49.4,8.53,Brühl,Baden-Württemberg,Germany
48.38,8.88,Rangendingen,Baden-Württemberg,Germany
47.6,9.6,Berg,Baden-Württemberg,Germany
43.47,-80.53,Waterloo,Ontario,Canada
49.42,8.39,Limburgerhof,Rhineland-Palatinate,Germany
49.81,8.61,Pfungstadt,Hesse,Germany
48.5,9.4,Bad Urach,Baden-Württemberg,Germany
49,9.11,Löchgau,Baden-Württemberg,Germany
51,6.42,Ameln,North Rhine-Westphalia,Germany
48.85,9.88,Leinzell,Baden-Württemberg,Germany
52.53,8.35,Lembruch,Lower Saxony,Germany
48.77,8.73,Liebenzell,Baden-Württemberg,Germany
38,-97,NA,Kansas,United States
48.95,9.43,Backnang,Baden-Württemberg,Germany
48.4,8.02,Gengenbach,Baden-Württemberg,Germany
52.85,13.68,Finowfurt,Brandenburg,Germany
49.68,11.42,Betzenstein,Bavaria,Germany
48.88,8.85,Wiernsheim,Baden-Württemberg,Germany
49.75,6.63,Trier,Rhineland-Palatinate,Germany
53.82,10.38,Bad Oldesloe,Schleswig-Holstein,Germany
48.4,10.83,Neusäß,Bavaria,Germany
48.35,8.98,Hechingen,Baden-Württemberg,Germany
52.42,9.6,Ortschaft Garbsen,Lower Saxony,Germany
48.18,9.22,Veringenstadt,Baden-Württemberg,Germany
48.67,11.45,Ebenhausen-Werk,Bavaria,Germany
48.1,7.88,Emmendingen,Baden-Württemberg,Germany
48.43,9.87,Blaustein,Baden-Württemberg,Germany
57,25,Siguldas novads,NA,Latvia
48.85,9.37,Korb,Baden-Württemberg,Germany
41.9,12.48,Rome,Lazio,Italy
52.1,7.62,Greven,North Rhine-Westphalia,Germany
47.53,7.57,Binningen,Basel-Landschaft,Switzerland
48.68,9.02,Böblingen,Baden-Württemberg,Germany
48.07,9.65,Oggelshausen,Baden-Württemberg,Germany
48.43,11.6,Oberallershausen,Bavaria,Germany
52.2,10.23,Steinbrück,Lower Saxony,Germany
47.77,12.1,Raubling,Bavaria,Germany
52.97,9.22,Verden (Aller),Lower Saxony,Germany
47.7,9.57,Meckenbeuren,Baden-Württemberg,Germany
48.7,9.42,Wernau (Neckar),Baden-Württemberg,Germany
48.4,9.07,Mössingen,Baden-Württemberg,Germany
48.72,9.53,Ebersbach an der Fils,Baden-Württemberg,Germany
52.58,9.3,Bolsehle,Lower Saxony,Germany
48.97,9.57,Murrhardt,Baden-Württemberg,Germany
48.55,8.97,Ammerbuch,Baden-Württemberg,Germany
48.7,9.15,Oberaichen,Baden-Württemberg,Germany
51.97,8.23,Harsewinkel,North Rhine-Westphalia,Germany
48.78,10.1,Oberkochen,Baden-Württemberg,Germany
47.83,10.02,Leutkirch im Allgäu,Baden-Württemberg,Germany
48.97,10.13,Ellwangen,Baden-Württemberg,Germany
48.55,9.22,Reutlingen,Baden-Württemberg,Germany
49.58,10.6,Neustadt an der Aisch,Bavaria,Germany
48.92,9.12,Tamm,Baden-Württemberg,Germany
49.65,10.08,Ochsenfurt,Bavaria,Germany
51.8,10.03,Kalefeld,Lower Saxony,Germany
52.55,10.18,Neu Schepelse,Lower Saxony,Germany
49.06,9.9,Obersontheim,Baden-Württemberg,Germany
48.95,8.92,Illingen,Baden-Württemberg,Germany
47.92,9.77,Bad Waldsee,Baden-Württemberg,Germany
47.55,9.68,Lindau (Bodensee),Bavaria,Germany
52.25,10.65,Cremlingen,Lower Saxony,Germany
48.88,8.97,Eberdingen,Baden-Württemberg,Germany
49.74,9.01,Bad König,Hesse,Germany
48.28,8.57,Oberndorf am Neckar,Baden-Württemberg,Germany
51.9,10.18,Seesen,Lower Saxony,Germany
49.59,11,Erlangen,Bavaria,Germany
49.06,8.93,Zaberfeld,Baden-Württemberg,Germany
47.95,9.63,Aulendorf,Baden-Württemberg,Germany
47.93,12.02,Ostermünchen,Bavaria,Germany
48.62,9.07,Weil im Schönbuch,Baden-Württemberg,Germany
49.86,8.37,Oppenheim,Rhineland-Palatinate,Germany
48.97,8.45,Karlsruhe,Baden-Württemberg,Germany
50.58,12.7,Aue,Saxony,Germany
49.85,8.5,Riedstadt,Hesse,Germany
49.84,9.04,Hainstadt,Hesse,Germany
49.12,10.07,Crailsheim,Baden-Württemberg,Germany
51.42,10.37,Leinefelde-Worbis,Thuringia,Germany
48.1,9.47,Erisdorf,Baden-Württemberg,Germany
48.68,9.28,Neuhausen auf den Fildern,Baden-Württemberg,Germany
50.58,11.15,Schwarzatal,Thuringia,Germany
49.32,6.75,Saarlouis,Saarland,Germany
49.23,7,Saarbrücken,Saarland,Germany
50.57,10,Hilders,Hesse,Germany
-42.92,147.33,City of Hobart,Tasmania,Australia
47.88,7.67,Eschbach,Baden-Württemberg,Germany
52.02,11.75,Schönebeck,Saxony-Anhalt,Germany
48.23,9.68,Rottenacker,Baden-Württemberg,Germany
48.08,9.75,Reute,Baden-Württemberg,Germany
47.52,10.28,Sonthofen,Bavaria,Germany
52.65,13.55,Panketal,Brandenburg,Germany
49.06,8.25,Wörth am Rhein,Rhineland-Palatinate,Germany
49.9,10.35,Gerolzhofen,Bavaria,Germany
51.13,9.42,Felsberg,Hesse,Germany
49.12,11.52,Berching,Bavaria,Germany
48.27,12.15,Dorfen,Bavaria,Germany
51.77,6.85,Raesfeld,North Rhine-Westphalia,Germany
48.28,9.12,Burladingen,Baden-Württemberg,Germany
50.2,11.78,Münchberg,Bavaria,Germany
48.95,9.25,Benningen am Neckar,Baden-Württemberg,Germany
51.75,11.97,Köthen (Anhalt),Saxony-Anhalt,Germany
50.83,4,Outer,East Flanders,Belgium
50.13,8.53,Sulzbach (Taunus),Hesse,Germany
49.85,6.77,Föhren,Rhineland-Palatinate,Germany
48.37,12.5,Neumarkt-Sankt Veit,Bavaria,Germany
48.8,9.48,Winterbach,Baden-Württemberg,Germany
49.55,10.88,Herzogenaurach,Bavaria,Germany
52.13,12.6,Bad Belzig,Brandenburg,Germany
47.58,9.77,Hohenweiler,Vorarlberg,Austria
52.53,13.68,Bollensdorf,Brandenburg,Germany
47.95,8.5,Donaueschingen,Baden-Württemberg,Germany
51.38,-0.1,Greater London,England,United Kingdom
12.98,77.58,Bengaluru,Karnataka,India
49.77,10.63,Schlüsselfeld,Bavaria,Germany
48.65,8.9,Gärtringen,Baden-Württemberg,Germany
53.95,8.97,Kronprinzenkoog,Schleswig-Holstein,Germany
50.82,6.28,Eschweiler,North Rhine-Westphalia,Germany
50.18,7.55,Ehr,Rhineland-Palatinate,Germany
52.48,10.37,Meinersen,Lower Saxony,Germany
47.57,10.7,Füssen,Bavaria,Germany
50.23,7.6,Boppard,Rhineland-Palatinate,Germany
49.3,6.82,Schwalbach,Saarland,Germany
48.88,9.82,Ruppertshofen,Baden-Württemberg,Germany
47.9,0.07,Roëzé-sur-Sarthe,Pays de la Loire,France
47.8,8.93,Steißlingen,Baden-Württemberg,Germany
49.9,8.84,Dieburg,Hesse,Germany
49.2,8.18,Offenbach an der Queich,Rhineland-Palatinate,Germany
53.2,11.98,Gülitz,Brandenburg,Germany
50.68,7.18,Bonn,North Rhine-Westphalia,Germany
49.08,9.46,Wüstenrot,Baden-Württemberg,Germany
51.68,14.42,Neuhausen/Spree,Brandenburg,Germany
48.3,7.83,Kippenheim,Baden-Württemberg,Germany
49.38,8.58,Schwetzingen,Baden-Württemberg,Germany
52.47,-1.92,Birmingham,England,United Kingdom
48.37,8.8,Haigerloch,Baden-Württemberg,Germany
48.55,12.65,Failnbach,Bavaria,Germany
48.8,9.07,Gerlingen,Baden-Württemberg,Germany
48.8,9.28,Fellbach,Baden-Württemberg,Germany
48.23,8.38,Schramberg,Baden-Württemberg,Germany
49.91,8.6,Weiterstadt,Hesse,Germany
49.28,9.69,Künzelsau,Baden-Württemberg,Germany
51.38,12.48,Taucha,Saxony,Germany
39.37,-0.43,Alcàsser,Valencian Community,Spain
52.2,8.58,Bünde,North Rhine-Westphalia,Germany
48.93,9.5,Weissach im Tal,Baden-Württemberg,Germany
52.95,8.27,Döhlen,Lower Saxony,Germany
52.18,7.53,Emsdetten,North Rhine-Westphalia,Germany
51.62,7.52,Lünen,North Rhine-Westphalia,Germany
51.83,6.25,Emmerich on the Rhine,North Rhine-Westphalia,Germany
48.97,12.68,Scheibelsgrub,Bavaria,Germany
51.9,8.73,Augustdorf,North Rhine-Westphalia,Germany
49.53,11.16,Heroldsberg,Bavaria,Germany
51.05,8.4,Bad Berleburg,North Rhine-Westphalia,Germany
51.15,7.35,Hückeswagen,North Rhine-Westphalia,Germany
48.2,9.77,Ingerkingen,Baden-Württemberg,Germany
51.75,-1.25,Oxford,England,United Kingdom
46.8,9.4,Rhäzüns,Grisons,Switzerland
51.52,7.05,Gelsenkirchen,North Rhine-Westphalia,Germany
50.5,10.35,Meiningen,Thuringia,Germany
53.15,10.15,Rolfsen,Lower Saxony,Germany
52.33,8.75,Eickhorst,North Rhine-Westphalia,Germany
49.07,8.46,Büchig,Baden-Württemberg,Germany
49.62,9.66,Tauberbischofsheim,Baden-Württemberg,Germany
51.67,6.3,Uedem,North Rhine-Westphalia,Germany
34.78,135.47,Toyonaka,Osaka Prefecture,Japan
48.92,8.67,Ispringen,Baden-Württemberg,Germany
48.55,9.37,Neuffen,Baden-Württemberg,Germany
47.93,9.5,Boms,Baden-Württemberg,Germany
51.52,10.8,Nordhausen,Thuringia,Germany
49.24,9.1,Bad Rappenau,Baden-Württemberg,Germany
51.27,6.55,Willich,North Rhine-Westphalia,Germany
49.3,10.75,Ziegendorf,Bavaria,Germany
51.73,9.02,Bad Driburg,North Rhine-Westphalia,Germany
22.28,114.15,Hong Kong,Hong Kong,China
49.5,6.6,Mettlach,Saarland,Germany
49.48,8.56,Ilvesheim,Baden-Württemberg,Germany
50.8,7.62,Windeck,North Rhine-Westphalia,Germany
50.87,6.87,Hürth,North Rhine-Westphalia,Germany
50.25,8.9,Nidderau,Hesse,Germany
50.6,4.9,Éghezée,Namur,Belgium
51.4,7.17,Hattingen,North Rhine-Westphalia,Germany
-2.17,-79.9,Guayaquil,Guayas,Ecuador
49.72,8.84,Reichelsheim (Odenwald),Hesse,Germany
47.58,-114.73,NA,Montana,United States
50.77,7.45,Eitorf,North Rhine-Westphalia,Germany
48.93,8.97,Vaihingen an der Enz,Baden-Württemberg,Germany
49.98,9.06,Stockstadt am Main,Bavaria,Germany
47.57,9.67,Lindau (Bodensee),Bavaria,Germany
49.92,9.01,Schaafheim,Hesse,Germany
48.62,10.25,Giengen an der Brenz,Baden-Württemberg,Germany
48.8,12.73,Paitzkofen,Bavaria,Germany
52.47,11.22,Gardelegen,Saxony-Anhalt,Germany
51.23,12.72,Grimma,Saxony,Germany
49.25,9.16,Offenau,Baden-Württemberg,Germany
47.5,-94.68,NA,Minnesota,United States
50.77,7,Bornheim,North Rhine-Westphalia,Germany
43.46,-3.8,Santander,Cantabria,Spain
48.15,11.35,Puchheim,Bavaria,Germany
50.67,10.98,Ilmenau,Thuringia,Germany
47.72,9.47,Unterteuringen,Baden-Württemberg,Germany
48.27,12.25,Wörth,Bavaria,Germany
51.1,6.95,Langenfeld (Rheinland),North Rhine-Westphalia,Germany
43.87,10.33,Massarosa,Tuscany,Italy
16,-24,NA,NA,Cape Verde
51.5,6.53,Kamp-Lintfort,North Rhine-Westphalia,Germany
50.13,8.4,Lorsbach,Hesse,Germany
50.53,7.08,Bad Neuenahr-Ahrweiler,Rhineland-Palatinate,Germany
47.08,8.27,Emmen,Lucerne,Switzerland
51.85,7.5,Senden,North Rhine-Westphalia,Germany
49.64,8.4,Hofheim,Hesse,Germany
50.57,7.23,Remagen,Rhineland-Palatinate,Germany
51.88,11.17,Wegeleben,Saxony-Anhalt,Germany
54.3,13.1,Stralsund,Mecklenburg-Vorpommern,Germany
48.08,9.22,Sigmaringen,Baden-Württemberg,Germany
50.55,6.25,Monschau,North Rhine-Westphalia,Germany
51.53,4.22,Tholen,Zeeland,Netherlands
50.3,6.92,Zermüllen,Rhineland-Palatinate,Germany
51.93,8.88,Detmold,North Rhine-Westphalia,Germany
49.79,9.62,Homburg am Main,Bavaria,Germany
49.56,11.34,Schnaittach,Bavaria,Germany
50.33,7.22,Mayen,Rhineland-Palatinate,Germany
40,-4,Yunclillos,Castile-La Mancha,Spain
47.67,9.6,Tettnang,Baden-Württemberg,Germany
50,8.7,Dreieich,Hesse,Germany
49.59,8.65,Hemsbach,Baden-Württemberg,Germany
49.87,8.65,Darmstadt,Hesse,Germany
48.42,9.03,Ofterdingen,Baden-Württemberg,Germany
52.3,9.17,Nienstädt,Lower Saxony,Germany
52.1,5.23,Zeist,Utrecht,Netherlands
-22.57,17.08,Windhoek,Khomas,Namibia
48.73,8.97,Sindelfingen,Baden-Württemberg,Germany
52.13,8.68,Herford,North Rhine-Westphalia,Germany
50.87,6.1,Herzogenrath,North Rhine-Westphalia,Germany
50.73,7.02,Gielsdorf,North Rhine-Westphalia,Germany
50.7,6.48,Rath,North Rhine-Westphalia,Germany
50.1,4.9,Winenne,Namur,Belgium
50.78,7.28,Hennef,North Rhine-Westphalia,Germany
50.3,7.32,Polch,Rhineland-Palatinate,Germany
50.08,14.47,Prague,Prague,Czechia
51.57,6.73,Hagenviertel,North Rhine-Westphalia,Germany
48.43,8.52,Böffingen,Baden-Württemberg,Germany
51.18,7.08,Solingen,North Rhine-Westphalia,Germany
50.85,10.6,Engelsbach,Thuringia,Germany
50.53,6.47,Schleiden,North Rhine-Westphalia,Germany
51.67,8.35,Lippstadt,North Rhine-Westphalia,Germany
48.18,11.28,Emmering,Bavaria,Germany
49.7,11.1,Gosberg,Bavaria,Germany
8,-5,Katiola,Vallée du Bandama,Côte d'Ivoire
49.65,7.18,Birkenfeld,Rhineland-Palatinate,Germany
51.75,7.92,Ahlen,North Rhine-Westphalia,Germany
50.13,8.92,Hanau,Hesse,Germany
48.67,13.5,Tannöd,Bavaria,Germany
51.58,8.17,Lohne,North Rhine-Westphalia,Germany
51.38,8.08,Arnsberg,North Rhine-Westphalia,Germany
48.5,8.38,Baiersbronn,Baden-Württemberg,Germany
49.84,9.16,Elsenfeld,Bavaria,Germany
46.23,7.3,Conthey,Wallis,Switzerland
49.14,8.77,Menzingen,Baden-Württemberg,Germany
49.14,8.91,Eppingen,Baden-Württemberg,Germany
49.33,8.43,Speyer,Rhineland-Palatinate,Germany
48.8,8.33,Gaggenau,Baden-Württemberg,Germany
49.01,12.1,Regensburg,Bavaria,Germany
49.16,8.63,Ubstadt,Baden-Württemberg,Germany
49.83,9.88,Veitshöchheim,Bavaria,Germany
52.22,8.93,Porta Westfalica,North Rhine-Westphalia,Germany
50.97,6.12,Geilenkirchen,North Rhine-Westphalia,Germany
48.63,8.75,Wildberg,Baden-Württemberg,Germany
49.03,12.22,Sulzbach an der Donau,Bavaria,Germany
47.78,11.28,Antdorf,Bavaria,Germany
47.65,7.82,Schopfheim,Baden-Württemberg,Germany
50.67,6.78,Euskirchen,North Rhine-Westphalia,Germany
48.7,8.15,Bühl,Baden-Württemberg,Germany
51.07,13.02,Waldheim,Saxony,Germany
49.64,8.36,Stadtgebiet Nord,Rhineland-Palatinate,Germany
48.07,11.9,Kirchseeon,Bavaria,Germany
49.15,7.97,Münchweiler am Klingbach,Rhineland-Palatinate,Germany
49.48,7.63,Weilerbach,Rhineland-Palatinate,Germany
50.2,6.53,Wallersheim,Rhineland-Palatinate,Germany
48.25,7.82,Ettenheim,Baden-Württemberg,Germany
48.23,8.35,Sulzbach,Baden-Württemberg,Germany
51.1,6.83,Dormagen,North Rhine-Westphalia,Germany
51.98,7.78,Telgte,North Rhine-Westphalia,Germany
50.17,11.83,Stockenroth,Bavaria,Germany
49.3,10.58,Ansbach,Bavaria,Germany
47.58,7.63,Riehen,Basel-City,Switzerland
51.2,7.13,Wuppertal,North Rhine-Westphalia,Germany
47.82,7.57,Neuenburg am Rhein,Baden-Württemberg,Germany
53.25,8.2,Rastede,Lower Saxony,Germany
49.27,8.22,Freimersheim,Rhineland-Palatinate,Germany
52.28,8.92,Minden,North Rhine-Westphalia,Germany
51.23,13.05,Mügeln,Saxony,Germany
51.58,6.52,Huck,North Rhine-Westphalia,Germany
49.28,6.88,Püttlingen,Saarland,Germany
52.35,4.92,Amsterdam,North Holland,Netherlands
52.68,10.33,Eldingen,Lower Saxony,Germany
49.83,7.87,Bad Kreuznach,Rhineland-Palatinate,Germany
49.98,6.88,Wittlich,Rhineland-Palatinate,Germany
47.93,7.82,Sölden,Baden-Württemberg,Germany
52.83,13.83,Eberswalde 1,Brandenburg,Germany
-26.2,28.08,Johannesburg,Gauteng,South Africa
48.8,10.03,Forst,Baden-Württemberg,Germany
48.62,8.88,Nufringen,Baden-Württemberg,Germany
49.02,9.1,Erligheim,Baden-Württemberg,Germany
47.65,10.05,Happach,Bavaria,Germany
48.92,9.32,Affalterbach,Baden-Württemberg,Germany
48.75,8.55,Bad Wildbad,Baden-Württemberg,Germany
49.97,7.9,Bingen am Rhein,Rhineland-Palatinate,Germany
49.04,9.09,Bönnigheim,Baden-Württemberg,Germany
50.15,10.13,Eltingshausen,Bavaria,Germany
50.7,13.38,Olbernhau,Saxony,Germany
48.95,8.4,Ettlingen,Baden-Württemberg,Germany
49.13,8.58,Bruchsal,Baden-Württemberg,Germany
52.75,7.57,Lähden,Lower Saxony,Germany
49.74,8.6,Alsbach-Hähnlein,Hesse,Germany
51.78,6.4,Rees,North Rhine-Westphalia,Germany
49.72,11.07,Forchheim,Bavaria,Germany
47.6,9.9,Weiler-Simmerberg,Bavaria,Germany
48.72,9.42,Plochingen,Baden-Württemberg,Germany
53.8,-1.58,Leeds,England,United Kingdom
47.87,9.38,Pfrungen,Baden-Württemberg,Germany
47.37,8.47,Zurich,Zurich,Switzerland
51.13,12.82,Colditz,Saxony,Germany
50.68,10.93,Ilmenau,Thuringia,Germany
48.27,8.42,Aichhalden,Baden-Württemberg,Germany
38.72,-9.13,Lisbon,Lisbon,Portugal
51.15,7.22,Wermelskirchen,North Rhine-Westphalia,Germany
51.18,13.83,Ottendorf-Okrilla,Saxony,Germany
47,15.38,Seiersberg-Pirka,Styria,Austria
51.03,7.55,Gummersbach,North Rhine-Westphalia,Germany
50.95,5.97,Brunssum,Limburg,Netherlands
49.27,8.6,St. Leon-Rot,Baden-Württemberg,Germany
49.09,8.39,Eggenstein-Leopoldshafen,Baden-Württemberg,Germany
49.29,9.27,Neudenau,Baden-Württemberg,Germany
49.48,8.8,Vorderheubach,Baden-Württemberg,Germany
49.3,9.15,Neckarmühlbach,Baden-Württemberg,Germany
-41,174,NA,Marlborough,New Zealand
49.75,15.5,Frýdnava,Vysočina Region,Czechia
50.62,7.98,Schönberg,Rhineland-Palatinate,Germany
49.95,7.12,Traben-Trarbach,Rhineland-Palatinate,Germany
50.6,7.93,Ailertchen,Rhineland-Palatinate,Germany
50.3,7.45,Dreckenach,Rhineland-Palatinate,Germany
48.07,8.45,Villingen-Schwenningen,Baden-Württemberg,Germany
52.48,7.55,Freren,Lower Saxony,Germany
48.13,8.53,Niedereschach,Baden-Württemberg,Germany
47.7,9.75,Geiselharz,Baden-Württemberg,Germany
49.59,8.2,Obrigheim (Pfalz),Rhineland-Palatinate,Germany
53.6,7.2,Norden (City),Lower Saxony,Germany
53.02,8.35,Kirchhatten,Lower Saxony,Germany
53.17,7.53,Collinghorst,Lower Saxony,Germany
52.9,8.83,Syke,Lower Saxony,Germany
51.43,6.88,Mülheim an der Ruhr,North Rhine-Westphalia,Germany
50.32,7.8,Nassau,Rhineland-Palatinate,Germany
53.33,8.48,Brake,Lower Saxony,Germany
49.6,6.68,Niederzerf,Rhineland-Palatinate,Germany
42,19,NA,NA,Montenegro
54.07,9.98,Neumünster,Schleswig-Holstein,Germany
51.12,7.4,Wipperfürth,North Rhine-Westphalia,Germany
29.75,-95.37,Houston,Texas,United States
49.25,6.85,Völklingen,Saarland,Germany
51.58,0.2,Greater London,England,United Kingdom
53.03,5.67,Sneek,Frisia,Netherlands
60.18,24.93,Helsinki,Uusimaa,Finland
52.08,5.13,Utrecht,Utrecht,Netherlands
49.26,8.88,Sinsheim,Baden-Württemberg,Germany
51.07,5.08,Tessenderlo,Limburg,Belgium
51.03,5.27,Heusden,Limburg,Belgium
53.6,9.48,Stade,Lower Saxony,Germany
52.32,7.17,Bad Bentheim,Lower Saxony,Germany
49.28,7.12,St. Ingbert,Saarland,Germany
50.77,1.67,Maninghen-Henne,Hauts-de-France,France
53.25,7.93,Westerstede,Lower Saxony,Germany
51.6,7.13,Herten,North Rhine-Westphalia,Germany
39,22,M unicipal Unit of Makrakomi,Central Greece,Greece
49.69,8.46,Biblis,Hesse,Germany
49.6,5.9,Käerjeng,Canton Capellen,Luxembourg
49.54,8.58,Viernheim,Hesse,Germany
49.98,7.5,Nannhausen,Rhineland-Palatinate,Germany
51.4,12.22,Schkeuditz,Saxony,Germany
45.85,9.35,Valmadrera,Lombardy,Italy
-33.8,151.18,Willoughby City Council,New South Wales,Australia
50.32,7.42,Dreckenach,Rhineland-Palatinate,Germany
48.12,12.17,Freimehring,Bavaria,Germany
44.28,-103.63,NA,South Dakota,United States
49.75,6.17,Schoos,Canton Mersch,Luxembourg
50.43,4.38,Charleroi,Hainaut,Belgium
53.43,11.18,Hagenow,Mecklenburg-Vorpommern,Germany
50.34,-4.77,St. Austell,England,United Kingdom
50.47,4.83,Namur,Namur,Belgium
50.63,5.57,Liège,Liège,Belgium
50.65,5.53,Liège,Liège,Belgium
50.3,4.12,Solre-sur-Sambre,Hainaut,Belgium
50.43,3.8,Boussu,Hainaut,Belgium
50.38,4.4,Charleroi,Hainaut,Belgium
50.93,3.4,Wakken,West Flanders,Belgium
50,5.02,Haut-Fays,Luxembourg,Belgium
50.68,6.12,Raeren,Liège,Belgium
50.4,4.5,Charleroi,Hainaut,Belgium
48.42,1.37,Saint-Georges-sur-Eure,Centre-Val de Loire,France
51.05,6.22,Hückelhoven,North Rhine-Westphalia,Germany
51.23,5.3,Lommel,Limburg,Belgium
49.53,5.99,Foetz,Canton Esch-sur-Alzette,Luxembourg
50.47,4.42,Charleroi,Hainaut,Belgium
50.72,4.38,Waterloo,Walloon Brabant,Belgium
50.65,5,Hannut,Liège,Belgium
50.8,5.03,Overhespen,Flemish Brabant,Belgium
50.6,5.48,Flémalle,Liège,Belgium
41.38,2.18,Barcelona,Catalonia,Spain
